family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	norm_node_base	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
passiflora	passiflora	coriacea	classA	left	5	9	13	0.692307692	21.95350527	108.8284802	30.66556279	99.43146493	-7.969517631	100.3594168	-27.37267756	98.55975863	642.9561446	163.8134653	758.5384897	89.03528219	974.4611531	-26.34151711	505.3279369	-301.9569986	-28.85054463	-407.6303275
passiflora	passiflora	coriacea	classA	left	6	8	13	0.615384615	-0.472213047	89.88147066	4.754168122	80.65860817	-6.309023746	62.69879185	-22.91441935	64.97946466	608.5440056	178.8746325	703.6150336	131.9798044	1019.803801	-12.22742726	541.1624194	-317.052128	-36.33986116	-442.7704809
passiflora	passiflora	coriacea	classA	left	7	7	13	0.538461538	-8.820562276	95.97077633	-5.717864702	87.91631644	-12.23458827	72.34749069	-29.07834525	74.1507283	661.0736294	147.0913687	777.3373603	95.11640836	931.9925803	6.872326041	549.6911828	-287.8334585	-21.83258282	-443.8860163
passiflora	passiflora	coriacea	classA	left	8	6	13	0.461538462	2.986308458	120.6252005	4.366181186	111.6794106	-16.57715869	101.034828	-41.71744338	101.3122421	664.4003938	131.8456884	757.5306289	72.34088392	961.7171942	-15.58006878	547.7368074	-318.0382847	-38.53993436	-395.8177465
passiflora	passiflora	coriacea	classA	left	9	5	13	0.384615385	29.150308	108.7147933	30.46288328	99.96659316	21.66439331	88.46006889	-0.562608954	91.31901728	616.3597855	123.9348444	709.0396752	91.87431242	898.4926107	-3.758293383	580.7975471	-278.8452463	24.93658868	-415.4518733
passiflora	passiflora	coriacea	classA	left	10	4	13	0.307692308	32.3059842	160.1624087	35.5436244	152.7500956	7.055335187	147.3051524	-11.4188004	146.9132737	593.3612186	161.0622191	721.6831641	86.33396245	1035.674193	-111.1926152	487.0910324	-305.8935708	-5.936436151	-464.2113994
passiflora	passiflora	coriacea	classA	left	11	3	13	0.230769231	8.324639923	163.4382635	10.88357162	154.4039225	-0.390635643	143.0430347	-21.45283256	146.9411306	664.4444105	121.5325934	740.3954732	55.08738665	992.826818	-66.58514539	515.5049379	-309.6792724	-11.71931448	-443.4317684
passiflora	passiflora	coriacea	classA	left	12	2	13	0.153846154	24.91139408	252.1480581	28.92728823	239.9259713	11.59246502	223.4339174	-16.83014007	230.2848298	591.046454	223.8877478	716.9689353	89.85384368	1082.358968	-216.264694	395.296946	-412.2012894	-10.30781714	-712.3570327
passiflora	passiflora	coriacea	classA	left	13	1	13	0.076923077	20.84276027	438.9083564	34.46505619	414.9614111	24.65815378	350.1176323	-38.49562658	362.3232733	614.505704	189.2698258	665.3860531	32.34093367	607.0301225	-314.0070782	490.1926504	-514.2151272	35.10211941	-1194.530524
passiflora	passiflora	coriacea	classA	left	1	13	13	1	58.3833319	289.0044441	66.97483146	254.2136798	27.90402003	227.5194492	1.603454168	239.3540504	636.7169761	53.01409657	667.9294202	-79.1005396	816.7093576	-455.9810711	377.5750063	-133.9865421	13.1408829	-166.0804631
passiflora	passiflora	coriacea	classA	left	2	12	13	0.923076923	23.22009736	168.642168	28.42700054	153.7397619	7.703708424	134.6549739	-7.303572418	132.7535091	682.6934884	105.7268751	743.489923	50.64324166	962.3570878	-147.6578388	408.8816308	-287.3882976	-1.144504529	-302.0265194
passiflora	passiflora	coriacea	classA	left	3	11	13	0.846153846	19.96603365	130.0458436	24.33346728	117.4985367	8.866363673	102.52948	-4.711885228	105.4337937	658.6771852	142.0752531	717.504218	90.78616291	956.5687496	-74.65396475	517.1057907	-291.3718782	5.488764247	-377.4801083
passiflora	passiflora	coriacea	classA	left	4	10	13	0.769230769	12.07232091	124.7889879	14.97906053	117.0159957	-7.362090466	115.4178394	-24.52335332	113.8144447	653.7852238	139.7408201	764.442747	63.87861437	965.3954651	-49.94677841	446.4807243	-317.5468516	12.22861863	-410.3922947
passiflora	passiflora	coriacea	classA	left	5	9	13	0.692307692	14.73595169	63.33618659	20.96072879	56.65050151	-13.53511807	52.01898741	-27.52404642	57.88695259	625.1048128	182.4350711	745.6158512	121.1272015	954.6032715	27.20427759	482.51437	-291.6179867	25.83527118	-422.1726352
passiflora	passiflora	coriacea	classA	left	6	8	13	0.615384615	23.13327795	103.199524	28.22552916	94.81486992	17.41847122	81.12372884	3.629401168	80.17853836	636.8887809	167.2556103	766.9067125	89.43160146	906.2365603	33.92995657	504.7920249	-278.190969	-0.507892465	-459.1948816
passiflora	passiflora	coriacea	classA	left	7	7	13	0.538461538	-1.940212485	123.3543446	0.1318036	114.4812719	-17.70596899	97.92335961	-27.96248441	101.872668	629.7300278	162.4486257	768.3786908	99.1068253	979.8179382	-28.78249201	521.2950852	-329.3411916	-6.178771382	-462.1653196
passiflora	passiflora	coriacea	classA	left	8	6	13	0.461538462	14.06461681	147.7750741	17.81353627	137.776863	10.9389481	122.6553607	-3.233281006	122.131186	651.663008	129.7961533	739.1674918	66.12926414	950.507011	-56.81973032	506.5445406	-304.3607526	6.012445922	-420.1873938
passiflora	passiflora	coriacea	classA	left	9	5	13	0.384615385	34.07803825	138.0584246	36.22124783	127.0454331	16.43657458	120.7953477	0.013435737	126.4682636	579.4855796	149.2769633	726.1455759	81.74853135	980.6407028	-56.76618501	469.4745431	-338.2514446	-0.554387219	-402.9733259
passiflora	passiflora	coriacea	classA	left	10	4	13	0.307692308	7.340763958	152.3598181	11.72474361	139.1513042	-9.784699911	134.6213777	-28.1780971	141.7711314	638.5179003	146.0198217	729.2187566	87.82935399	986.4672205	-91.98531106	527.3034811	-329.2347981	21.82606489	-482.6029161
passiflora	passiflora	coriacea	classA	left	11	3	13	0.230769231	14.62032071	162.8953846	27.13458608	150.4062592	-8.410510355	140.653232	-28.01290262	139.3822244	645.3015793	192.0839078	760.4454355	122.9386398	1052.15245	-109.2615012	356.9885237	-350.1195134	-5.702494849	-467.272008
passiflora	passiflora	coriacea	classA	left	12	2	13	0.153846154	23.6286019	271.7358005	28.54687849	258.4714999	15.35115132	242.6756779	-7.038724613	247.369186	585.202239	248.0810883	716.418518	140.1285157	1023.618437	-274.9240012	404.5583783	-431.1183225	-25.20325273	-705.7770368
passiflora	passiflora	coriacea	classA	left	13	1	13	0.076923077	27.32463278	369.998628	33.23373779	349.1038884	13.78003424	323.8017546	-30.91512242	341.8166592	576.0020812	307.4044421	629.3507886	177.5100853	574.1381998	-399.5245856	488.797439	-524.5790098	75.17423321	-1279.639317
passiflora	passiflora	coriacea	classA	left	1	13	13	1	34.208556	167.0696232	40.06455278	142.1040261	24.6115453	106.2521923	-27.62634843	107.0167035	643.7331833	163.7472339	710.1862863	114.2576753	1015.349911	-199.9708682	469.7641861	-247.9672804	-1.960487844	-349.2937452
passiflora	passiflora	coriacea	classA	left	2	12	13	0.923076923	34.08877966	121.1676725	41.26847551	105.8451659	17.14644553	87.53360564	-0.628020669	95.55612473	605.9178789	132.6403757	702.7090738	87.59620685	973.6790921	-140.7217466	447.1264177	-250.8103824	41.34871286	-300.0998491
passiflora	passiflora	coriacea	classA	left	3	11	13	0.846153846	-6.310196301	89.14865555	-4.264025986	81.23866935	-13.1076916	68.14138324	-30.26459148	68.30221159	663.3902312	153.3506358	723.4156182	107.1506639	958.3925475	-22.65167794	487.4892891	-284.9936987	30.59581296	-381.5688614
passiflora	passiflora	coriacea	classA	left	4	10	13	0.769230769	-0.150174625	82.68075099	5.927092665	74.93188271	-9.019632409	60.01078074	-21.73751635	63.89331113	627.6991684	166.0761782	730.5259932	106.2522667	929.5167246	-43.2576892	560.964649	-255.3351076	19.90554026	-394.2542376
passiflora	passiflora	coriacea	classA	left	5	9	13	0.692307692	4.792061582	68.43988065	9.171385047	57.60633169	-3.923970798	46.21272444	-18.71410278	49.17506557	644.3891866	165.617969	763.9066468	99.20166186	904.2380952	49.30459234	490.1743643	-269.4049438	-16.631325	-400.2393142
passiflora	passiflora	coriacea	classA	left	6	8	13	0.615384615	17.150258	101.1036781	19.94522937	87.56214947	13.81015843	68.03605978	-6.442537224	70.03035518	605.4360323	176.8951532	752.4567899	97.90726408	923.4939068	-20.09779174	550.3540299	-282.9497921	-17.52686396	-401.9675599
passiflora	passiflora	coriacea	classA	left	7	7	13	0.538461538	11.01122592	104.1128084	17.52741355	94.2519433	4.412437633	80.13361336	-10.59339736	78.8132676	668.7888641	154.9390014	777.9467478	75.92986953	929.7326945	-16.09801415	456.3775875	-253.6868662	-2.497995988	-395.0331014
passiflora	passiflora	coriacea	classA	left	8	6	13	0.461538462	0.516882357	119.9433988	1.892371539	110.0432308	-13.92805977	96.35924355	-29.4559732	98.87811722	593.5343296	184.9620953	770.9669239	116.9464391	993.9709667	-42.57382663	538.7155114	-353.1844237	-2.241720456	-437.5726496
passiflora	passiflora	coriacea	classA	left	9	5	13	0.384615385	-5.888796419	113.8727019	0.27770895	106.1852347	-8.809134686	91.24800415	-26.61002304	91.8578037	649.2575618	141.9290955	746.6333171	84.51013276	951.1556859	-29.86608854	561.7852979	-286.5535057	-10.54000058	-401.7317702
passiflora	passiflora	coriacea	classA	left	10	4	13	0.307692308	12.93255882	153.9149097	17.35531827	137.1397713	0.357191612	124.3643122	-18.38506131	123.9998523	603.489161	162.2891295	728.2500819	94.29194471	1005.690568	-19.27622084	503.7861584	-360.3693362	10.4427896	-484.163117
passiflora	passiflora	coriacea	classA	left	11	3	13	0.230769231	-7.734307686	155.4918045	-3.787909279	146.7318625	-20.84864804	138.8648508	-38.91001944	140.614102	656.8046472	124.413536	733.3620848	73.44173753	973.2287572	-64.16217049	573.5927207	-296.6358233	5.776498372	-486.9678625
passiflora	passiflora	coriacea	classA	left	12	2	13	0.153846154	27.96108048	249.2836106	30.07384404	241.1021817	13.54676745	224.8318786	-6.079518269	227.0645752	571.9145169	205.5592633	670.9132943	126.3914711	1091.441891	-273.57344	402.2088467	-416.3337121	13.02425652	-671.9384174
passiflora	passiflora	coriacea	classA	left	13	1	13	0.076923077	27.30053843	350.4031522	35.27876838	328.906765	1.636069549	305.356753	-29.27234336	310.375767	535.4532133	355.1208222	603.6760199	263.4193378	588.9801089	-421.5728122	516.3827294	-538.1448127	-11.72954075	-1238.716827
passiflora	passiflora	coriacea	classA	left	1	11	11	1	11.03313877	381.862675	13.63348053	362.2851814	-9.303334345	331.529813	-41.91496208	332.2362076	553.1512837	-6.647757403	581.3439983	-84.42662029	929.7967563	-659.6462947	291.0961314	-164.6559641	13.72464398	-293.554722
passiflora	passiflora	coriacea	classA	left	2	10	11	0.909090909	16.39804293	187.6534846	21.91434538	173.3627747	-3.418999138	156.2273727	-22.14381514	162.9667288	665.1989311	129.1479133	725.248717	78.10483419	1066.927282	-225.5343927	328.8227575	-262.8385884	7.327125941	-388.5119721
passiflora	passiflora	coriacea	classA	left	3	9	11	0.818181818	25.89542431	170.8288449	30.53805583	159.828817	10.89258827	148.1377773	-6.234487959	149.2741287	637.9503893	152.3450964	690.8569694	113.6888658	1023.038208	-164.1118246	480.663667	-306.8202027	6.756479658	-457.8822786
passiflora	passiflora	coriacea	classA	left	4	8	11	0.727272727	16.7673512	165.9093565	26.16011296	152.4146889	2.234766453	145.4570131	-14.62434821	150.7264355	622.7596473	135.5329795	700.3163007	91.24877177	1031.221827	-81.6395995	510.9540154	-326.0789417	2.91165833	-463.4171841
passiflora	passiflora	coriacea	classA	left	5	7	11	0.636363636	54.4464108	179.7099369	56.36477394	164.2225333	38.32682919	150.6590531	17.74239628	152.0347981	629.1109152	84.88624048	672.1499478	12.89206907	896.405918	27.14619043	550.3487269	-337.8477528	33.89090295	-468.1497917
passiflora	passiflora	coriacea	classA	left	6	6	11	0.545454545	25.73571981	179.0058139	27.35538898	167.5387521	13.08532797	154.5603811	-8.207544123	152.426244	605.2963052	199.6678861	710.0791856	125.6513464	1086.678185	-175.6995674	379.8147008	-341.1377871	-21.45012145	-444.7081919
passiflora	passiflora	coriacea	classA	left	7	5	11	0.454545455	9.624253213	162.0892697	12.38551881	152.0644958	4.237076279	128.3313544	-20.85880757	134.6521089	565.5073291	158.4717499	661.3922887	109.4640877	1108.039779	-157.5450595	533.7830542	-282.1117782	-7.476120842	-472.2606422
passiflora	passiflora	coriacea	classA	left	8	4	11	0.363636364	0.780913095	141.5279678	3.751341566	127.9226728	-8.411669918	106.8212687	-32.55862553	112.1985763	562.7141082	152.2650926	680.2406659	74.79185716	1064.692175	-116.9644801	520.2544907	-296.1842762	3.309822039	-393.9417684
passiflora	passiflora	coriacea	classA	left	9	3	11	0.272727273	59.2660832	211.9569564	65.355468	196.1897272	47.42324618	177.6873048	3.762529825	177.7256713	576.1503637	260.7919135	666.8647096	168.0633925	938.0006598	-201.8436041	521.4493405	-415.3110083	39.50657686	-607.5970225
passiflora	passiflora	coriacea	classA	left	10	2	11	0.181818182	70.52896336	326.0911436	74.60880163	299.0970457	25.97064397	280.4506707	-9.612485053	275.0727021	534.8751226	243.1575906	642.1350567	131.3553347	878.9845822	-638.5785909	343.873589	-486.0182184	14.21341548	-347.5875607
passiflora	passiflora	coriacea	classA	left	11	1	11	0.090909091	28.3383825	316.580267	33.13297891	304.0543544	13.67107161	275.2078005	-20.62606189	281.4906533	606.2972327	259.3435503	652.532055	179.978767	675.7007609	-235.4638418	473.6269115	-498.247551	115.9777225	-1311.864646
passiflora	passiflora	coriacea	classA	left	1	12	12	1	60.69536019	227.2560767	71.54733315	210.761359	33.68161303	200.9332795	0.355212213	211.1977141	555.0598248	71.1514603	646.287986	-31.79828069	934.0736274	-365.060696	508.9932306	-202.4217188	21.660414	-244.0890728
passiflora	passiflora	coriacea	classA	left	2	11	12	0.916666667	22.52357023	198.0603477	30.85793067	183.338731	12.4643599	163.4709907	-10.99193736	164.1106112	639.7328445	133.1929489	703.700887	73.76459101	975.4010062	-272.8370439	544.6965924	-270.04772	-17.27847252	-326.4556717
passiflora	passiflora	coriacea	classA	left	3	10	12	0.833333333	9.759793825	178.8286422	10.45936404	163.9614095	3.767584609	153.7130973	-13.04338283	147.4036293	683.9996492	99.493492	723.8494168	44.25135876	941.4348729	-146.6623	538.5323198	-292.2719592	7.888524414	-361.9415901
passiflora	passiflora	coriacea	classA	left	4	9	12	0.75	7.081839185	200.4126678	9.007195199	190.9301131	-1.401981189	181.4115021	-14.12718602	176.4797898	706.3764827	9.048338564	743.3790284	-37.9835653	878.4214149	-112.4297446	559.8827689	-226.5942612	-18.00766761	-324.785315
passiflora	passiflora	coriacea	classA	left	5	8	12	0.666666667	5.412393052	160.1405624	10.13626624	146.6953054	-1.545719916	134.6128431	-19.47556548	135.3132306	651.1876822	125.2145619	696.854979	84.89157459	1008.405195	-111.4618833	552.8815546	-305.6876967	-2.389167092	-416.739476
passiflora	passiflora	coriacea	classA	left	6	7	12	0.583333333	27.2459	130.6827735	33.6740331	116.630068	14.73524522	101.5841081	3.944199122	102.1603618	548.5747884	138.6281049	658.4973851	89.68673942	1036.855086	-50.82637565	530.924739	-291.9527563	-0.480176166	-406.7146171
passiflora	passiflora	coriacea	classA	left	7	6	12	0.5	11.81896666	143.5243584	19.04807998	132.9765577	4.194403291	119.0136676	-14.53950111	120.8893198	629.4960166	107.0792552	690.1174299	61.12281033	975.7408232	-88.02134428	584.2712982	-256.0917188	-3.316274532	-349.7189393
passiflora	passiflora	coriacea	classA	left	8	5	12	0.416666667	23.88514634	169.4096616	31.68923048	150.007443	10.34229871	136.5696311	-12.22267405	141.521599	639.3792031	135.0635179	702.8139339	74.07525029	967.9405594	-162.4597083	522.1352652	-255.7286574	8.284332523	-367.1220214
passiflora	passiflora	coriacea	classA	left	9	4	12	0.333333333	-0.661147149	172.5664119	12.63578066	159.128395	8.060514666	130.4279471	-31.77513231	130.9395219	645.8569349	212.1148469	709.8369276	129.4245303	951.890458	-197.5991536	564.0936251	-334.0285459	17.08688902	-470.6784841
passiflora	passiflora	coriacea	classA	left	10	3	12	0.25	-20.37998701	184.7227779	-10.04302797	169.7010224	-21.96407163	154.1832275	-42.14979941	157.3097643	570.26709	177.392337	644.7537653	121.4087511	1105.608053	-256.437765	555.7779034	-325.7626893	-26.67455449	-404.3723605
passiflora	passiflora	coriacea	classA	left	11	2	12	0.166666667	2.595933736	236.2492773	20.38314329	213.0893961	-4.207913633	183.0839578	-36.52732594	185.0838013	593.2537102	282.0997379	667.209094	196.8536824	975.5691084	-362.8109813	625.3977197	-374.1182632	29.55317578	-749.3721469
passiflora	passiflora	coriacea	classA	left	12	1	12	0.083333333	61.12599459	336.141344	81.94352184	306.4969619	46.24161094	235.5876348	-25.26896837	233.1788562	567.2916891	321.3298612	643.5623737	213.1004668	700.520988	-303.3020624	580.3869075	-460.0178768	-3.263954648	-1201.897394
passiflora	passiflora	coriacea	classA	left	1	10	10	1	1.693647905	219.1213078	15.61818918	201.1991609	-4.51450182	164.5585325	-34.0492674	167.5456056	582.9801995	134.0424178	657.8413742	63.34882724	1030.872893	-330.865617	543.0138065	-271.4459537	-21.77405504	-297.3812942
passiflora	passiflora	coriacea	classA	left	2	9	10	0.9	12.86648591	172.9599745	18.88901751	153.3840289	3.980596604	133.7973168	-19.3479331	137.829202	594.2291508	142.4733108	661.7110659	87.07952455	1032.963514	-277.3906786	548.4122929	-284.0437268	30.08279705	-328.781218
passiflora	passiflora	coriacea	classA	left	3	8	10	0.8	-27.25145127	134.2218342	-21.23758215	122.2105382	-30.9176659	107.3650968	-44.95104786	108.2701504	689.2986679	143.6315254	770.9061793	84.11938151	1003.978016	-42.65073448	471.717948	-275.952324	-25.95447809	-407.8942347
passiflora	passiflora	coriacea	classA	left	4	7	10	0.7	17.49653764	175.7179858	20.43520483	165.3273772	8.785419844	157.2024657	-6.625598477	152.1067752	627.5550128	145.4179653	693.3156649	108.8688692	1054.591261	-155.8340478	477.8962193	-321.6423928	-2.796401305	-433.4635502
passiflora	passiflora	coriacea	classA	left	5	6	10	0.6	5.051832098	177.340943	11.66310698	162.9100789	-2.894879415	147.937655	-22.07022519	150.3267557	647.6156515	149.3763921	715.837758	108.6972528	1027.185519	-176.0774918	492.5633983	-315.5495757	-34.23913295	-433.9795207
passiflora	passiflora	coriacea	classA	left	6	5	10	0.5	-7.567744657	163.2417068	-2.903051257	149.9682135	-15.63140241	139.0242842	-35.30179269	140.6980062	621.7301832	115.2321967	728.3859821	50.66724454	1023.768353	-111.1294535	551.9073296	-270.5979137	-16.82338388	-397.8117428
passiflora	passiflora	coriacea	classA	left	7	4	10	0.4	-9.980451735	192.9389158	-2.46722554	178.3812887	-15.70761796	159.8539224	-40.63203387	156.5011853	603.3520928	135.7249332	702.5776052	48.70814536	1022.524082	-216.3836124	542.818925	-297.1922796	14.802136	-380.4245022
passiflora	passiflora	coriacea	classA	left	8	3	10	0.3	-4.713967894	173.8040983	4.464656428	154.5801398	-12.56159861	132.8878976	-43.75109317	132.5892615	580.9012744	119.3161175	695.8460603	38.22472866	1100.874001	-210.3027181	500.9767436	-274.2275053	-34.04095164	-314.3857256
passiflora	passiflora	coriacea	classA	left	9	2	10	0.2	-20.54659419	310.8491081	-5.777967603	291.9313894	-21.81064246	263.6417714	-55.85637013	265.8304539	670.236341	188.2673055	724.0452296	68.26814766	980.5645203	-404.993387	498.0734952	-345.1495613	1.358931796	-807.6269921
passiflora	passiflora	coriacea	classA	left	10	1	10	0.1	83.61146219	376.5346629	77.41572753	331.8406462	48.01055007	206.5859784	-36.62437533	223.0332709	646.8490527	216.7728765	683.8740573	113.7266519	685.097713	-251.3861427	606.8935935	-388.7255057	-11.18772046	-1134.513706
